회계 연도,매입 마감 (월),발주처,비용배분,S&I 센터,작업유형,장소,건물동,계약명,낙찰금액, PO금액,PO번호,PR번호,PR금액,담당,부서,전체 세대수,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15년,03월30일,엘지화학,단독,운영센터,사택 공가 수장공사,원외(사택/기숙사),사택 2동,사택 2-102 수장공사,1630000,1752250,4506795016-10,85369779-10,2500000,서남석,안전환경시설팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15년,03월30일,엘지화학,단독,운영센터,사택 공가 수장공사,원외(사택/기숙사),사택 2동,사택 2-202 수장공사,1660000,1784500,4506795017-10,85369779-20,2500000,서남석,안전환경시설팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15년,03월30일,엘지화학,단독,운영센터,사택 공가 수장공사,원외(사택/기숙사),사택 2동,사택 2-404 수장공사,1660000,1784500,4506797418-10,85369779-30,2500000,서남석,안전환경시설팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15년,03월30일,엘지화학,단독,운영센터,사택 공가 수장공사,원외(사택/기숙사),사택 5동,사택 5-202 수장공사,2220000,2386500,4506797419-10,85369779-40,3100000,서남석,안전환경시설팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15년,03월30일,엘지화학,단독,운영센터,사택 공가 수장공사,원외(사택/기숙사),사택 2동,사택 2-101 수장공사,1630000,1752250,4506807261-10,85394882-50,2500000,서남석,안전환경시설팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15년,03월30일,엘지화학,단독,운영센터,사택 공가 수장공사,원외(사택/기숙사),사택 2동,사택 2-104 수장공사,1630000,1752250,4506807260-10,85394882-40,2500000,서남석,안전환경시설팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15년,03월30일,엘지화학,단독,운영센터,사택 공가 수장공사,원외(사택/기숙사),사택 2동,사택 2-108 수장공사,1630000,1752250,4506807259-10,85394882-30,2500000,서남석,안전환경시설팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15년,03월30일,엘지화학,단독,운영센터,사택 공가 수장공사,원외(사택/기숙사),사택 2동,사택 2-204 수장공사,1630000,1752250,4506807258-10,85394882-20,2500000,서남석,안전환경시설팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15년,03월30일,엘지화학,단독,운영센터,사택 공가 수장공사,원외(사택/기숙사),사택 5동,사택 5-103 수장공사,2170000,2332750,4506807257-10,85394882-10,3100000,서남석,안전환경시설팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15년,03월30일,엘지화학,단독,운영센터,사택 공가 수장공사,원외(사택/기숙사),사택 9동,사택 9-204 수장공사,1620000,1741500,4506807264-10,85396479-30,2200000,서남석,안전환경시설팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15년,03월30일,엘지화학,단독,운영센터,사택 공가 수장공사,원외(사택/기숙사),사택 9동,사택 9-305 수장공사,2260000,2429500,4506807263-10,85396479-20,3500000,서남석,안전환경시설팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15년,03월30일,엘지화학,단독,운영센터,사택 공가 수장공사,원외(사택/기숙사),사택 9동,사택 9-501 수장공사,2230000,2397250,4506807262-10,85396479-10,3400000,서남석,안전환경시설팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15년,03월30일,엘지화학,단독,운영센터,사택 공가 수장공사,원외(사택/기숙사),사택 6동,사택 6-306 수장공사,2230000,2397250,4506807265-10,85396479-40,3400000,서남석,안전환경시설팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15년,03월30일,엘지화학,단독,운영센터,기타 보수(기숙사/사택),원외(사택/기숙사),기타,사택 화장실 타일 보수공사(9-305외),1600000,1720000,4506808698-10,85396479-50,2200000,서남석,안전환경시설팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15년,03월30일,엘지화학,단독,운영센터,사택 공가 수장공사,원외(사택/기숙사),사택 2동,사택 2-103 수장공사,1630000,1752250,4506817649-10,85414762-60,2500000,서남석,안전환경시설팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15년,03월30일,엘지화학,단독,운영센터,사택 공가 수장공사,원외(사택/기숙사),사택 2동,사택 2-206 수장공사,1630000,1752250,4506817648-10,85414762-50,2500000,서남석,안전환경시설팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15년,03월30일,엘지화학,단독,운영센터,사택 공가 수장공사,원외(사택/기숙사),사택 2동,사택 2-308 수장공사,1630000,1752250,4506817647-10,85414762-40,2500000,서남석,안전환경시설팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15년,03월30일,엘지화학,단독,운영센터,사택 공가 수장공사,원외(사택/기숙사),사택 2동,사택 2-403 수장공사,1630000,1752250,4506817646-10,85414762-30,2500000,서남석,안전환경시설팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15년,03월30일,엘지화학,단독,운영센터,사택 공가 수장공사,원외(사택/기숙사),사택 2동,사택 2-407 수장공사,1360000,1462000,4506817645-10,85414762-20,2300000,서남석,안전환경시설팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15년,03월30일,엘지화학,단독,운영센터,사택 공가 수장공사,원외(사택/기숙사),사택 5동,사택 5-403 수장공사,2170000,2332750,4506817644-10,85414762-10,3100000,서남석,안전환경시설팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15년,03월30일,엘지화학,단독,운영센터,사택 공가 수장공사,원외(사택/기숙사),사택 5동,사택 5-506 수장공사,2200000,2365000,4506817643-10,85414596-60,3100000,서남석,안전환경시설팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15년,03월30일,엘지화학,단독,운영센터,사택 공가 수장공사,원외(사택/기숙사),사택 6동,사택 6-102 수장공사,2260000,2429500,4506817642-10,85414596-50,3500000,서남석,안전환경시설팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15년,03월30일,엘지화학,단독,운영센터,사택 공가 수장공사,원외(사택/기숙사),사택 8동,사택 8-201 수장공사,640000,688000,4506817641-10,85414596-40,900000,서남석,안전환경시설팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15년,03월30일,엘지화학,단독,운영센터,사택 공가 수장공사,원외(사택/기숙사),사택 8동,사택 8-502 수장공사,2260000,2429500,4506817640-10,85414596-30,3500000,서남석,안전환경시설팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15년,03월30일,엘지화학,단독,운영센터,사택 공가 수장공사,원외(사택/기숙사),사택 8동,사택 8-506 수장공사,1620000,1741500,4506817639-10,85414596-20,2200000,서남석,안전환경시설팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15년,03월30일,엘지화학,단독,운영센터,기타 보수(기숙사/사택),원외(사택/기숙사),기타,사택 화장실 타일 보수(6-102외),550000,591250,4506817650-10,85414596-10,700000,서남석,안전환경시설팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15년,03월30일,엘지화학,단독,운영센터,사택 세대내 보일러 수리(개별),원외(사택/기숙사),기타,사택2월 보일러(세대내) 수리,156000,167700,4506828192-10,85447215-60,188000,서남석,안전환경시설팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15년,04월30일,엘지화학,단독,운영센터,사택 공가 수장공사,원외(사택/기숙사),사택 2동,사택 2-303 수장공사,1630000,1752250,4506834474-10,85447215-10,2500000,서남석,안전환경시설팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15년,04월30일,엘지화학,단독,운영센터,사택 공가 수장공사,원외(사택/기숙사),사택 2동,사택 2-402 수장공사,1630000,1752250,4506834475-10,85447215-20,2500000,서남석,안전환경시설팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15년,04월30일,엘지화학,단독,운영센터,사택 공가 수장공사,원외(사택/기숙사),사택 6동,사택 6-104 수장공사,2260000,2429500,4506834476-10,85447215-30,3500000,서남석,안전환경시설팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15년,04월30일,엘지화학,단독,운영센터,사택 공가 수장공사,원외(사택/기숙사),사택 6동,사택 6-106 수장공사,2230000,2397250,4506834477-10,85447215-40,3450000,서남석,안전환경시설팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15년,04월30일,엘지화학,단독,운영센터,기타 보수(기숙사/사택),원외(사택/기숙사),사택 5동,사택 5동 주차장 관제용 컴퓨터수리,1708000,1836100,4506834833-10,85447215-50,1800000,서남석,안전환경시설팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15년,04월30일,엘지화학,단독,운영센터,사택 누수보수,원외(사택/기숙사),기타,사택 누수 탐지 및 보수(6-106외),3797000,4081775,4506842405-10,85467573-10,4200000,서남석,안전환경시설팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15년,04월30일,엘지화학,단독,운영센터,사택 누수보수,원외(사택/기숙사),기타,사택 누수부위 천정 및 씽크대 보수(3세대),5050000,5428750,4506842406-10,85467573-20,5500000,서남석,안전환경시설팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15년,04월30일,엘지화학,단독,운영센터,사택 누수보수,원외(사택/기숙사),기타,사택 누수부위 천정 전등보수,278000,298850,4506842407-10,85467573-30,300000,서남석,안전환경시설팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15년,04월30일,엘지화학,단독,운영센터,사택 공가 수장공사,원외(사택/기숙사),사택 8동,사택 8-303 수장공사,2230000,2397250,4506844135-10,85474794-50,3490000,서남석,안전환경시설팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15년,04월30일,엘지화학,단독,운영센터,사택 공가 수장공사,원외(사택/기숙사),사택 8동,사택 8-504 수장공사,2470000,2655250,4506844134-10,85474794-40,3700000,서남석,안전환경시설팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15년,04월30일,엘지화학,단독,운영센터,사택 공가 수장공사,원외(사택/기숙사),사택 9동,사택 9-201 수장공사,2230000,2397250,4506844133-10,85474794-30,3490000,서남석,안전환경시설팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15년,04월30일,엘지화학,단독,운영센터,사택 공가 수장공사,원외(사택/기숙사),사택 9동,사택 9-202 수장공사,1100000,1182500,4506844132-10,85474794-20,1500000,서남석,안전환경시설팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15년,04월30일,엘지화학,단독,운영센터,사택 공가 수장공사,원외(사택/기숙사),사택 9동,사택 9-504 수장공사,2260000,2429500,4506844131-10,85474794-10,3500000,서남석,안전환경시설팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15년,04월30일,엘지화학,단독,운영센터,사택 공가 수장공사,원외(사택/기숙사),사택 2동,사택 2-304 수장공사,1630000,1752250,4506844130-10,85474790-50,2500000,서남석,안전환경시설팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15년,04월30일,엘지화학,단독,운영센터,사택 공가 수장공사,원외(사택/기숙사),사택 5동,사택 5-101 수장공사,2200000,2365000,4506844129-10,85474790-40,3100000,서남석,안전환경시설팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15년,04월30일,엘지화학,단독,운영센터,사택 공가 수장공사,원외(사택/기숙사),사택 6동,사택 6-206 수장공사,2230000,2397250,4506844128-10,85474790-30,3490000,서남석,안전환경시설팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15년,04월30일,엘지화학,단독,운영센터,사택 공가 수장공사,원외(사택/기숙사),사택 6동,사택 6-305 수장공사,2230000,2397250,4506844127-10,85474790-20,3490000,서남석,안전환경시설팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15년,04월30일,엘지화학,단독,운영센터,사택 공가 수장공사,원외(사택/기숙사),사택 7동,사택 7-301 수장공사,1660000,1784500,4506844126-10,85474790-10,2500000,서남석,안전환경시설팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15년,04월30일,엘지화학,단독,운영센터,기타 보수(기숙사/사택),원외(사택/기숙사),기타,기숙사 도배 시공 작업,1360000,1462000,4506845424-10,85478193-20,1700000,서남석,안전환경시설팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15년,04월30일,엘지화학,단독,운영센터,기타 보수(기숙사/사택),원외(사택/기숙사),기타,사택 화장실 타일 보수공사(9-201외),550000,591250,4506844553-10,85478193-40,700000,서남석,안전환경시설팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15년,04월30일,엘지화학,단독,운영센터,기타 보수(기숙사/사택),원외(사택/기숙사),기타,사택 상반기 지하 저수조 청소,978000,1051350,4506844554-10,85478193-30,1000000,서남석,안전환경시설팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15년,04월30일,엘지화학,단독,운영센터,기타 보수(기숙사/사택),원외(사택/기숙사),기숙사 3동,기숙사3동 기계실 시수라인 바이패스 설치,2260000,2429500,4506844551-10,85478193-10,2400000,서남석,안전환경시설팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15년,04월30일,엘지화학,단독,운영센터,사택 공가 수장공사,원외(사택/기숙사),사택 7동,사택 7-205 수장공사,910000,978250,4506848311-10,85485715-20,1300000,서남석,안전환경시설팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15년,04월30일,엘지화학,단독,운영센터,사택 공가 수장공사,원외(사택/기숙사),사택 8동,사택 8-403 수장공사,2190000,2354250,4506848312-10,85485715-30,3400000,서남석,안전환경시설팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15년,04월30일,엘지화학,단독,운영센터,사택 공가 수장공사,원외(사택/기숙사),사택 9동,사택 9-203 수장공사,2190000,2354250,4506848313-10,85485715-40,3400000,서남석,안전환경시설팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15년,04월30일,엘지화학,단독,운영센터,사택 누수보수,원외(사택/기숙사),사택 6동,사택 6-106 누수보수공사,1076000,1156700,4506848272-10,85485715-10,1100000,서남석,안전환경시설팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15년,04월30일,엘지화학,단독,운영센터,기타 보수(기숙사/사택),원외(사택/기숙사),기숙사 AB동,기숙사A동 930-3 도배시공 작업,160000,172000,4506853249-10,85504730-10,200000,서남석,안전환경시설팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15년,04월30일,엘지화학,단독,운영센터,사택 누수보수,원외(사택/기숙사),사택 7동,기숙사 7-408 누수 보수,930000,999750,4506853514-10,85504114-30,1000000,서남석,안전환경시설팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15년,04월30일,엘지화학,단독,운영센터,기타 보수(기숙사/사택),원외(사택/기숙사),기숙사 3동,기숙사 기계실 소방충압펌프 수리,598000,642850,4506853513-10,85504114-20,650000,서남석,안전환경시설팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15년,04월30일,엘지화학,단독,운영센터,사택 세대내 보일러 수리(개별),원외(사택/기숙사),기타,사택3월 보일러(세대내)수리,181000,194575,4506853252-10,85504114-40,212000,서남석,안전환경시설팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15년,04월30일,엘지화학,단독,운영센터,사택 누수보수,원외(사택/기숙사),기숙사 AB동,기숙사A동 2층 오배수관 누수보수,1447000,1555525,4506853512-10,85504114-10,1610000,서남석,안전환경시설팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15년,05월31일,엘지화학,단독,운영센터,사택 공가 수장공사,원외(사택/기숙사),사택 6동,사택 6-103 수장공사,2230000,2397250,4506853250-10,85504730-20,3400000,서남석,기술연구원.대전.안전환경팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15년,05월31일,엘지화학,단독,운영센터,사택 공가 수장공사,원외(사택/기숙사),사택 8동,사택 8-109 수장공사,2230000,2397250,4506853251-10,85504730-30,3400000,서남석,기술연구원.대전.안전환경팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15년,05월31일,엘지화학,단독,운영센터,사택 누수보수,원외(사택/기숙사),기숙사 3동,3동 기숙사 오수관 누수 보수공사,7132000,7666900,4506863738-10,85524077-10,8000000,서남석,기술연구원.대전.안전환경팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15년,05월31일,엘지화학,단독,운영센터,기타 보수(기숙사/사택),원외(사택/기숙사),기숙사 3동,3동 기숙사 1층 화장실 소제용 수채교체,395000,424625,4506863739-10,85524077-20,500000,서남석,기술연구원.대전.안전환경팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15년,05월31일,엘지화학,단독,운영센터,기타 보수(기숙사/사택),원외(사택/기숙사),사택 2동,사택 2동 우수 맨홀 보수작업,640000,688000,4506866771-10,85532891-40,700000,서남석,기술연구원.대전.안전환경팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15년,05월31일,엘지화학,단독,운영센터,기타 보수(기숙사/사택),원외(사택/기숙사),사택 7동,기숙사 7-308외 부분 도배공사,510000,548250,4506866007-10,85532891-30,650000,서남석,기술연구원.대전.안전환경팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15년,05월31일,엘지화학,단독,운영센터,사택 공가 수장공사,원외(사택/기숙사),사택 6동,사택 6-401 수장공사,3120000,3354000,4506866005-10,85532891-10,4400000,서남석,기술연구원.대전.안전환경팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15년,05월31일,엘지화학,단독,운영센터,사택 공가 수장공사,원외(사택/기숙사),사택 8동,사택 8-307 수장공사,650000,698750,4506866006-10,85532891-20,780000,서남석,기술연구원.대전.안전환경팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15년,05월31일,엘지화학,단독,운영센터,기타 보수(기숙사/사택),원외(사택/기숙사),사택 2동,사택2동 오수 배관 통수,1110000,1193250,4506865887-10,85532891-50,1200000,서남석,기술연구원.대전.안전환경팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15년,05월31일,엘지화학,단독,운영센터,기타 보수(기숙사/사택),원외(사택/기숙사),기숙사 AB동,기숙사A동 804-4 도배시공,320000,344000,4506879488-10,85566132-30,400000,서남석,기술연구원.대전.안전환경팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15년,05월31일,엘지화학,단독,운영센터,사택 공가 수장공사,원외(사택/기숙사),사택 5동,사택 5-405 수장공사,980000,1053500,4506877891-10,85566132-20,1200000,서남석,기술연구원.대전.안전환경팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15년,05월31일,엘지화학,단독,운영센터,사택 공가 수장공사,원외(사택/기숙사),사택 5동,사택 5-302 수장공사,2170000,2332750,4506877890-10,85566132-10,3100000,서남석,기술연구원.대전.안전환경팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15년,05월31일,엘지화학,단독,운영센터,기타 보수(기숙사/사택),원외(사택/기숙사),사택 9동,사택 9-204 온수 분배기 교체공사,450000,483750,4506879487-10,85566131-40,490000,서남석,기술연구원.대전.안전환경팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15년,05월31일,엘지화학,단독,운영센터,기타 보수(기숙사/사택),원외(사택/기숙사),사택 9동,사택 9-204 씽크대 철거후 원복공사,890000,956750,4506880024-10,85566131-30,900000,서남석,기술연구원.대전.안전환경팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15년,05월31일,엘지화학,단독,운영센터,사택 누수보수,원외(사택/기숙사),사택 8동,사택 8동 필로티 누수점검 보수,670000,720250,4506880023-10,85566131-20,700000,서남석,기술연구원.대전.안전환경팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15년,05월31일,엘지화학,단독,운영센터,사택 누수보수,원외(사택/기숙사),사택 8동,사택 8동 옥상 기와보수,2080000,2236000,4506880022-10,85566131-10,2300000,서남석,기술연구원.대전.안전환경팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15년,05월31일,엘지화학,단독,운영센터,사택 세대내 보일러 수리(개별),원외(사택/기숙사),기타,사택 4월 보일러 수리,448500,482137,4506880397-10,85573638-10,526000,서남석,기술연구원.대전.안전환경팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15년,05월31일,엘지화학,단독,운영센터,기타 보수(기숙사/사택),원외(사택/기숙사),기숙사 AB동,기숙사A동 803-3 도배시공,160000,172000,4506880396-10,85573638-20,200000,서남석,기술연구원.대전.안전환경팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15년,05월31일,엘지화학,단독,운영센터,사택 누수보수,원외(사택/기숙사),사택 6동,사택 6-401 누수 보수,375000,403125,4506884101-10,855801450-10,400000,서남석,기술연구원.대전.안전환경팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15년,06월30일,엘지화학,단독,운영센터,기타 보수(기숙사/사택),원외(사택/기숙사),기숙사 3동,기숙사 3-310호외 수장공사,1120000,1204000,4506909528-10,85635148-30,1600000,서남석,기술연구원.대전.안전환경팀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
